id,date,temperature,precipitation,sunshine_hours,snowfall,wind_speed,humidity
1992,2012/6/14,18.9,0,8.7,0,3.3,68
1993,2012/6/15,20.1,0,9.1,0,2.5,72
1994,2012/6/16,19.9,5.5,0,0,2,93
1995,2012/6/17,23,22.5,2.7,0,2,83
1996,2012/6/18,24.1,0,4.1,0,2.4,67
1997,2012/6/19,23,70,0.1,0,4.9,89
1998,2012/6/20,25.4,0,4.5,0,8.3,75
1999,2012/6/21,22.5,1,0.3,0,3.7,80
2000,2012/6/22,20.4,71,0,0,2.9,91
2001,2012/6/23,21.6,0,0.9,0,2.1,80
2002,2012/6/24,22,0.5,3,0,2.7,79
2003,2012/6/25,18.2,1,0,0,3,76
2004,2012/6/26,19.1,0,13.3,0,3.3,65
2005,2012/6/27,20.1,0,9.2,0,2.3,67
2006,2012/6/28,21.8,0,3.1,0,1.9,75
2007,2012/6/29,23.1,0,6.7,0,3.3,72
2008,2012/6/30,22.8,0,10.5,0,2.9,73
2009,2012/7/1,21,6.5,0.6,0,2,79
2010,2012/7/2,22.1,8.5,3.9,0,3.6,86
2011,2012/7/3,22.9,30,2.1,0,2.6,88
2012,2012/7/4,24.1,1,9.7,0,3.8,80
2013,2012/7/5,25.5,0,1,0,2,79
2014,2012/7/6,24.7,2.5,0.7,0,2.3,85
2015,2012/7/7,23.1,5,0.2,0,2.9,91
2016,2012/7/8,22,1.5,4.9,0,3.1,84
2017,2012/7/9,23.9,0,11.1,0,2.6,77
2018,2012/7/10,25.5,0,12.8,0,3.1,76
2019,2012/7/11,26.1,0,12.3,0,5,76
2020,2012/7/12,25.9,0.5,0,0,7.7,86
2021,2012/7/13,26,1.5,3.5,0,5.7,86
2022,2012/7/14,27.1,54,4.8,0,6.4,81
2023,2012/7/15,27.2,0,4.7,0,6.7,81
2024,2012/7/16,27.8,0,9.8,0,7.2,74
2025,2012/7/17,28.6,0,11.2,0,4.6,70
2026,2012/7/18,27.7,0,8.1,0,2.4,77
2027,2012/7/19,27.5,0.5,8.5,0,3,73
2028,2012/7/20,20.5,27,0,0,3.4,84
2029,2012/7/21,19.4,3.5,0,0,2.3,85
2030,2012/7/22,20.7,3.5,0,0,1.8,92
2031,2012/7/23,24.4,0.5,7.5,0,2.8,82
2032,2012/7/24,26.6,0,2.6,0,2.1,77
2033,2012/7/25,27.7,0,7.5,0,2.6,79
2034,2012/7/26,29.1,0,11.7,0,2.3,75
2035,2012/7/27,29.1,0,10.4,0,3.1,76
2036,2012/7/28,28.8,0,8.8,0,3.8,76
2037,2012/7/29,28.9,0,12,0,4,75
2038,2012/7/30,28.7,0,12.6,0,5.2,73
2039,2012/7/31,28.2,0,12.2,0,2.8,71
2040,2012/8/1,28.2,0,7.8,0,2.9,78
2041,2012/8/2,29,0,13.1,0,2.9,73
2042,2012/8/3,28.6,0,11.8,0,3,74
2043,2012/8/4,27.6,2.5,1.5,0,2.5,79
2044,2012/8/5,28.7,0,10.5,0,2.8,76
2045,2012/8/6,26.5,8.5,0.3,0,2.3,86
2046,2012/8/7,27.5,0,8,0,3,79
2047,2012/8/8,25.9,0,7.4,0,3.8,68
2048,2012/8/9,25.7,0,11.1,0,3.1,64
2049,2012/8/10,26.7,0,7.6,0,3.9,73
2050,2012/8/11,27.9,0,4.1,0,3.8,80
2051,2012/8/12,27.4,0,5.4,0,3.1,81
2052,2012/8/13,28.6,0,10.2,0,5.6,77
2053,2012/8/14,27.1,2.5,2.1,0,4.5,82
2054,2012/8/15,28,0,4,0,4.1,81
2055,2012/8/16,28.7,0,10.6,0,4.9,74
2056,2012/8/17,29.3,0,9.5,0,2.7,74
2057,2012/8/18,27.3,4.5,4.4,0,2.2,81
2058,2012/8/19,28,0,11.6,0,3.4,73
2059,2012/8/20,28.2,0,12.6,0,2.8,70
2060,2012/8/21,28.7,0,12.7,0,4,71
2061,2012/8/22,29,0,12,0,5,72
2062,2012/8/23,29.2,0,12.4,0,3.7,71
2063,2012/8/24,28.8,0,11.5,0,2.8,72
2064,2012/8/25,28.9,0,11.8,0,2.6,69
2065,2012/8/26,28.9,0,11.7,0,2.6,69
2066,2012/8/27,28.8,0,11.6,0,3,71
2067,2012/8/28,28.5,0,8.7,0,3.9,70
2068,2012/8/29,28.4,0,8.8,0,4,72
2069,2012/8/30,29,0,11.7,0,3.4,74
2070,2012/8/31,28.4,0,6.8,0,3.8,75
2071,2012/9/1,27.3,10,6.9,0,3.1,76
2072,2012/9/2,25.1,42.5,1.9,0,3.4,86
2073,2012/9/3,25.6,9,6.5,0,2.9,80
2074,2012/9/4,26.4,15,3.7,0,2.5,81
2075,2012/9/5,27.3,0,8.9,0,2.6,76
2076,2012/9/6,26.7,9.5,8.7,0,2.9,78
2077,2012/9/7,26.4,0,9.2,0,2.2,77
2078,2012/9/8,27.5,0,8.6,0,2.5,76
2079,2012/9/9,27.9,0,10.8,0,3.2,74
2080,2012/9/10,27.9,0,10.4,0,3.2,72
2081,2012/9/11,27.6,2,11.3,0,2.4,72
2082,2012/9/12,26.8,2,11,0,2.4,67
2083,2012/9/13,27.6,0,10.1,0,2.7,69
2084,2012/9/14,27.3,0,6.4,0,3.3,73
2085,2012/9/15,27.2,0,8.6,0,2.4,78
2086,2012/9/16,26.7,3,3.9,0,2.8,82
2087,2012/9/17,27,19.5,5.2,0,4.8,82
2088,2012/9/18,26.9,10,4.4,0,4.4,83
2089,2012/9/19,25.4,22.5,0,0,4.1,90
2090,2012/9/20,26.8,0,10.4,0,3,72
2091,2012/9/21,25.1,0,4.6,0,2.6,76
2092,2012/9/22,22.7,29.5,1.9,0,3.7,81
2093,2012/9/23,19.9,77,0,0,4.1,93
2094,2012/9/24,22.7,71.5,9.3,0,2.3,75
2095,2012/9/25,20,6.5,0,0,4.9,82
2096,2012/9/26,21.6,0,7.3,0,4.1,67
2097,2012/9/27,21.1,0,5.1,0,6.4,62
2098,2012/9/28,22.2,0,0.7,0,7.9,70
2099,2012/9/29,24.2,0,6.7,0,3,76
2100,2012/9/30,24.9,12.5,6.1,0,5.9,79
2101,2012/10/1,25.8,0,11.3,0,6.5,68
2102,2012/10/2,23.3,0,6.9,0,3.8,77
2103,2012/10/3,20,16.5,0,0,5.3,88
2104,2012/10/4,22.5,0.5,6.6,0,5.9,72
2105,2012/10/5,23.3,0,8.3,0,2.4,78
2106,2012/10/6,23.5,4.5,5,0,1.8,82
2107,2012/10/7,18.9,5.5,1.9,0,3.4,80
2108,2012/10/8,19.8,0,6.9,0,3.6,64
2109,2012/10/9,19,0,2.7,0,4.8,64
2110,2012/10/10,19,0,5.4,0,4.2,65
2111,2012/10/11,20.4,0,5.3,0,3.9,74
2112,2012/10/12,20.5,0,5.6,0,3.2,52
2113,2012/10/13,20.3,0,9.3,0,3.4,40
2114,2012/10/14,17.3,0.5,0,0,3.8,72
2115,2012/10/15,20.2,0,5.6,0,3.1,66
2116,2012/10/16,18.7,0,10.6,0,2.9,57
2117,2012/10/17,17.4,38,2.8,0,2.6,75
2118,2012/10/18,17.6,26.5,0.1,0,3,90
2119,2012/10/19,16.4,17,8.5,0,4,65
2120,2012/10/20,18,0,5.5,0,2.4,63
2121,2012/10/21,19.1,0,10.5,0,2.1,60
2122,2012/10/22,19.4,0,8.6,0,3.6,67
2123,2012/10/23,19.8,12,1.7,0,5.5,81
2124,2012/10/24,16.6,0,9.8,0,4.2,45
2125,2012/10/25,16.2,0,1,0,3.4,59
2126,2012/10/26,17.8,0,10,0,3.6,64
2127,2012/10/27,17.6,0,5.3,0,3.6,63
2128,2012/10/28,15.1,23.5,0.1,0,3.1,82
2129,2012/10/29,17.2,22.5,9,0,5.4,63
2130,2012/10/30,15,0,1.2,0,2.6,57
2131,2012/10/31,14.8,0,8.2,0,2.6,65
2132,2012/11/1,15.3,0,9.6,0,4.1,61
2133,2012/11/2,14.5,0,8,0,4.2,45
2134,2012/11/3,13.8,0,2.1,0,4,41
2135,2012/11/4,14.3,0,9.7,0,3,46
2136,2012/11/5,13.2,0.5,0.8,0,3.4,65
2137,2012/11/6,13.5,49.5,0,0,2.9,96
2138,2012/11/7,15.8,0,7.3,0,2.2,73
2139,2012/11/8,15.2,0,8.5,0,2.1,57
2140,2012/11/9,15.6,0,8.2,0,3.3,51
2141,2012/11/10,15.6,0,9.8,0,4.4,48
2142,2012/11/11,12.6,21.5,0,0,3.6,82
2143,2012/11/12,15.6,13,3.5,0,3.6,80
2144,2012/11/13,14.9,0,4.5,0,3.5,59
2145,2012/11/14,13.5,0,8.7,0,4,44
2146,2012/11/15,11.5,0,9.9,0,2.6,43
2147,2012/11/16,12.9,0,10,0,3.6,51
2148,2012/11/17,14.7,48.5,0,0,5.4,77
2149,2012/11/18,12.8,0,7.7,0,4.9,53
2150,2012/11/19,8.9,0,3.2,0,3.4,58
2151,2012/11/20,11.5,0,9.3,0,2.4,55
2152,2012/11/21,11.4,0,9.1,0,3.9,43
2153,2012/11/22,10.1,2,1.2,0,2.5,67
2154,2012/11/23,10.1,4.5,0,0,2.9,78
2155,2012/11/24,10.6,0,3.5,0,3.2,64
2156,2012/11/25,9.2,0,9.5,0,1.9,57
2157,2012/11/26,8.2,39,0,0,2.8,79
2158,2012/11/27,10.4,0,8.8,0,4.9,48
2159,2012/11/28,7.2,0,0.9,0,2.5,62
2160,2012/11/29,9.8,0.5,6.3,0,1.9,67
2161,2012/11/30,10.1,0,0.5,0,4,78
2162,2012/12/1,7.6,0,2.8,0,3.3,68
2163,2012/12/2,5.5,2.5,3.7,0,3.8,59
2164,2012/12/3,6.6,0,0,0,5.6,78
2165,2012/12/4,9.9,0.5,0.3,0,3,74
2166,2012/12/5,9.6,0,7.7,0,2.4,49
2167,2012/12/6,11.3,1.5,8.2,0,5.3,49
2168,2012/12/7,8,0,8.9,0,2.4,45
2169,2012/12/8,10,0,9.3,0,6.7,44
2170,2012/12/9,6,0,8.4,0,4.9,37
2171,2012/12/10,5.3,0,9.4,0,3.5,31
2172,2012/12/11,7.2,0,9.6,0,2.4,35
2173,2012/12/12,6.5,0,9.3,0,2.6,39
2174,2012/12/13,7,0,9.5,0,3.4,39
2175,2012/12/14,7.1,0,7.1,0,2.7,52
2176,2012/12/15,7.8,7,0,0,2.4,79
2177,2012/12/16,12,0,9.1,0,3.4,54
2178,2012/12/17,7.8,1.5,0.1,0,4.5,72
2179,2012/12/18,10.4,1,4.3,0,4,67
2180,2012/12/19,5.8,0,3.5,0,6,34
2181,2012/12/20,5.9,0,4.7,0,3.1,41
2182,2012/12/21,6.4,0,4,0,2.2,52
2183,2012/12/22,6.1,22,0.3,0,3.6,76
2184,2012/12/23,6.9,0,1.5,0,3.7,52
2185,2012/12/24,5,0,5.5,0,4,40
2186,2012/12/25,5.2,0,9.4,0,3.2,47
2187,2012/12/26,4.1,0,9.3,0,5.5,40
2188,2012/12/27,3.7,0,7.9,0,3.8,46
2189,2012/12/28,4.1,5.5,0.6,0,2.5,66
2190,2012/12/29,7.5,5,5.3,0,4,75
2191,2012/12/30,7,55,0,0,2.7,93
2192,2012/12/31,8.5,0.5,3.5,0,2.6,57
2193,2013/1/1,6.2,0,8.3,0,2.6,45
2194,2013/1/2,10.1,0,9,0,8.3,42
2195,2013/1/3,5.5,0,3.1,0,5,37
2196,2013/1/4,3.1,0,9.1,0,4.4,33
2197,2013/1/5,3,0,1.4,0,3.1,46
2198,2013/1/6,4.8,0,6,0,2.7,46
2199,2013/1/7,5.2,0,3.6,0,2.9,48
2200,2013/1/8,6.2,0,9.1,0,3,62
2201,2013/1/9,6.5,0,6.1,0,2.9,72
2202,2013/1/10,5.4,0,6.8,0,3.3,45
2203,2013/1/11,4.8,0,9.2,0,3.2,39
2204,2013/1/12,5.3,0,7.8,0,3.1,45
2205,2013/1/13,7.9,0,8.6,0,1.6,44
2206,2013/1/14,3.4,64,0,13,7.2,86
2207,2013/1/15,4.6,0,7.9,0,4.9,51
2208,2013/1/16,3.9,0,4.1,0,2.5,56
2209,2013/1/17,4.4,0,7.1,0,3.5,53
2210,2013/1/18,3.5,0,9.9,0,4.2,33
2211,2013/1/19,5,0,9.8,0,2.3,44
2212,2013/1/20,5.7,0,9.4,0,4,45
2213,2013/1/21,6.5,1.5,7.5,0,2.7,52
2214,2013/1/22,5.6,5,1.8,0,3.5,75
2215,2013/1/23,6.3,1.5,0.7,0,3.5,55
2216,2013/1/24,5.7,1.5,6,0,3.5,76
2217,2013/1/25,7,0,9.4,0,4.6,50
2218,2013/1/26,3.7,0,9.6,0,5.5,40
2219,2013/1/27,4.5,0,10,0,3.2,28
2220,2013/1/28,5.4,0,8.5,0,4.4,43
2221,2013/1/29,6.6,0,10,0,3.1,40
2222,2013/1/30,7.7,0,9,0,3,41
2223,2013/1/31,5.4,0,9.9,0,2.2,47
2224,2013/2/1,7.5,0,4.5,0,2.8,62
2225,2013/2/2,15.1,8.5,4.7,0,5.5,77
2226,2013/2/3,9.2,0,6.8,0,4,45
2227,2013/2/4,9.6,0,2.3,0,3.6,57
2228,2013/2/5,8.7,0,0.8,0,4.3,44
2229,2013/2/6,3.4,15,0,0,5.3,89
2230,2013/2/7,7.6,0,5.5,0,3.8,68
2231,2013/2/8,4.6,0,4.2,0,6.2,35
2232,2013/2/9,4.3,0,7.6,0,3.8,34
2233,2013/2/10,5.5,0,9.9,0,2.7,43
2234,2013/2/11,5.1,0,9,0,3.9,43
2235,2013/2/12,3.7,0,0.3,0,3.2,50
2236,2013/2/13,6.6,9,9.6,0,5.6,57
2237,2013/2/14,6.9,0,2.1,0,2.3,54
2238,2013/2/15,4.9,4.5,0,0,3.5,74
2239,2013/2/16,3.1,0,7.3,0,7.9,40
2240,2013/2/17,4,0,8.6,0,4.1,33
2241,2013/2/18,4.1,5.5,0,0,2.4,70
2242,2013/2/19,3.8,7.5,0,0,4.8,66
2243,2013/2/20,3.8,0,5.9,0,4.2,40
2244,2013/2/21,3.9,0,6.5,0,3.8,37
2245,2013/2/22,4.8,0,7.7,0,2.8,46
2246,2013/2/23,5.5,0,8.1,0,3.8,38
2247,2013/2/24,4,0,10.8,0,5.4,38
2248,2013/2/25,3.2,0,10.1,0,4.9,29
2249,2013/2/26,4.9,0,10.4,0,3.2,46
2250,2013/2/27,5.2,6.5,0,0,3,79
2251,2013/2/28,9.2,0,9.5,0,2.3,67
2252,2013/3/1,13.9,10.5,2.1,0,5.7,68
2253,2013/3/2,8.7,0,6.8,0,7.2,34
2254,2013/3/3,6.3,0,1.9,0,3.4,39
2255,2013/3/4,6.6,0,4.8,0,3.8,55
2256,2013/3/5,7.9,0,10.9,0,2.8,61
2257,2013/3/6,10.6,0,10.8,0,3.1,44
2258,2013/3/7,13.3,0,7.1,0,4.3,52
2259,2013/3/8,17.5,0,9.5,0,5.9,43
2260,2013/3/9,16.8,0,10.5,0,3.3,45
2261,2013/3/10,13.9,0,6.9,0,6.2,51
2262,2013/3/11,7.9,0,11.1,0,5.1,33
2263,2013/3/12,10.6,0,10.3,0,4.4,41
2264,2013/3/13,17,1,8.4,0,9.1,64
2265,2013/3/14,7.8,5.5,0,0,5,64
2266,2013/3/15,9.6,0,10,0,3.1,57
2267,2013/3/16,12.1,0,10.6,0,3.2,51
2268,2013/3/17,12.2,0,9.1,0,4.3,47
2269,2013/3/18,18,2,4.7,0,8.6,69
2270,2013/3/19,19.2,0,10.6,0,3.4,70
2271,2013/3/20,17.2,1,5.1,0,4.1,65
2272,2013/3/21,11.7,0,10.5,0,4.8,40
2273,2013/3/22,13.2,0,10,0,4.3,42
2274,2013/3/23,13.4,0,5.3,0,3.6,60
2275,2013/3/24,11.3,0,3.3,0,2.5,69
2276,2013/3/25,10,0.5,0.3,0,3.5,76
2277,2013/3/26,9,0,6,0,4.3,40
2278,2013/3/27,8,4.5,0,0,3.6,83
2279,2013/3/28,14.2,0,6.9,0,2.2,79
2280,2013/3/29,15.5,0,3,0,2.7,78
2281,2013/3/30,9.6,0,0,0,2.8,71
2282,2013/3/31,7.7,1.5,0,0,3.4,86
2283,2013/4/1,11,0.5,7.1,0,2.8,64
2284,2013/4/2,9.8,73,0,0,4.3,95
2285,2013/4/3,13,38,0.5,0,5.8,78
2286,2013/4/4,16.3,0,8.3,0,3.4,61
2287,2013/4/5,17.5,0,9.6,0,3.9,70
2288,2013/4/6,17.2,97,0.8,0,4.9,80
2289,2013/4/7,17.3,3,9.7,0,7.3,62
2290,2013/4/8,14.3,0,12,0,3.2,32
2291,2013/4/9,16.5,0,8.3,0,5.4,48
2292,2013/4/10,13.7,0,4.2,0,4,55
2293,2013/4/11,9.8,0,7.7,0,3.6,64
2294,2013/4/12,11.4,0,10.9,0,4,48
2295,2013/4/13,11.9,0,12,0,3.5,50
2296,2013/4/14,16.4,0,6.7,0,7,52
2297,2013/4/15,17.8,0,11.8,0,4.7,55
2298,2013/4/16,16.3,0,10.7,0,3.4,59
2299,2013/4/17,20.1,0,0.6,0,6.3,63
2300,2013/4/18,19.3,0,10,0,5.2,71
2301,2013/4/19,13.8,0,0.4,0,4.9,49
2302,2013/4/20,8.8,9.5,0,0,3.4,60
2303,2013/4/21,7.3,33,0,0,5.3,79
2304,2013/4/22,11.5,0,8.7,0,5.6,32
2305,2013/4/23,13.8,0,9.4,0,3.6,46
2306,2013/4/24,16.4,24,0,0,5.6,78
2307,2013/4/25,17.2,3,5.6,0,4.3,54
2308,2013/4/26,17.3,0,10.4,0,4.5,63
2309,2013/4/27,15.1,0,9.3,0,3.8,43
2310,2013/4/28,16.1,0,12.5,0,3.3,36
2311,2013/4/29,17.5,0,11.3,0,3.8,43
2312,2013/4/30,18.8,0,0.3,0,7.1,66
2313,2013/5/1,13.8,10,4,0,3.3,71
2314,2013/5/2,13.4,3.5,6.8,0,3.5,55
2315,2013/5/3,14.4,0,9.3,0,3.7,49
2316,2013/5/4,15.8,0,12.5,0,3.1,59
2317,2013/5/5,17.4,0,11.7,0,3.8,52
2318,2013/5/6,19.6,0,12,0,5.1,54
2319,2013/5/7,15.7,0,12.8,0,7.2,32
2320,2013/5/8,15.7,0,12.9,0,3.1,41
2321,2013/5/9,18.8,0,12.8,0,3.2,49
2322,2013/5/10,21.5,0,7,0,3,53
2323,2013/5/11,18.9,25.5,0,0,4.3,89
2324,2013/5/12,19.2,2,10.4,0,3.5,77
2325,2013/5/13,19.8,0,6.7,0,4.1,77
2326,2013/5/14,20.9,0,12,0,2.5,73
2327,2013/5/15,20.2,0,8.8,0,4.4,74
2328,2013/5/16,19.6,12.5,6.2,0,3.3,73
2329,2013/5/17,17.2,0,12.2,0,3.2,69
2330,2013/5/18,19.3,0,8.6,0,4.8,66
2331,2013/5/19,19.3,3.5,5.9,0,4.5,67
2332,2013/5/20,18.3,16,0,0,2.1,97
2333,2013/5/21,22.1,0,7.5,0,2.7,79
2334,2013/5/22,21.5,0,10.6,0,3.3,83
2335,2013/5/23,21.5,0,10.2,0,3.1,50
2336,2013/5/24,21.6,0,12.7,0,3.6,50
2337,2013/5/25,18.5,0,4.8,0,2.9,50
2338,2013/5/26,21.4,0,8.8,0,3.5,50
2339,2013/5/27,21.3,0,7.8,0,3,50
2340,2013/5/28,21.4,0,2.2,0,4.1,50
2341,2013/5/29,21.3,0,1.3,0,5,50
2342,2013/5/30,20.9,2,0,0,6,50
2343,2013/5/31,21.8,0.5,9.8,0,3.6,50
2344,2013/6/1,19.5,0,7,0,3,50
2345,2013/6/2,18.4,0,7.6,0,4,50
2346,2013/6/3,18.7,0,8.2,0,2.7,50
2347,2013/6/4,21.7,0,13.2,0,3.4,50
2348,2013/6/5,22,0,11.2,0,4.2,50
2349,2013/6/6,21.5,0,0.7,0,2.5,50
2350,2013/6/7,21.1,0,3.9,0,3.4,67
2351,2013/6/8,21.5,0,6.3,0,3.2,69
2352,2013/6/9,22.9,0,8.8,0,2.8,68
2353,2013/6/10,22.1,0,1.9,0,2.4,75
2354,2013/6/11,20.4,5,0,0,2.2,86
2355,2013/6/12,20.2,15,0,0,3.9,97
2356,2013/6/13,20.9,37,0,0,4,98
2357,2013/6/14,22.6,4,1.3,0,3.4,94
2358,2013/6/15,24.8,0,7.2,0,2.4,84
2359,2013/6/16,22.3,37,4.1,0,3.1,91
2360,2013/6/17,23.6,0,7.9,0,2.8,83
2361,2013/6/18,26,0,5.6,0,3.9,75
2362,2013/6/19,25.4,1,0,0,6.8,81
2363,2013/6/20,21.2,14.5,0,0,4.2,95
2364,2013/6/21,21,12.5,0,0,2.3,94
2365,2013/6/22,21.7,0,7.4,0,2.7,81
2366,2013/6/23,23.1,0,7.1,0,3.1,78
2367,2013/6/24,22.8,0.5,4.6,0,2.6,80
2368,2013/6/25,23.2,0,1,0,2.3,78
2369,2013/6/26,20.9,55,0,0,3.1,94
2370,2013/6/27,22.2,1.5,10.1,0,4.2,71
2371,2013/6/28,21.5,0,2.7,0,2.4,79
2372,2013/6/29,23.2,0,4.5,0,2.6,77
2373,2013/6/30,23.5,0,9.5,0,3.9,75
2374,2013/7/1,22.9,0,1.6,0,3.2,76
2375,2013/7/2,23.3,0,11.1,0,3,70
2376,2013/7/3,23.2,0,1.3,0,5.7,77
2377,2013/7/4,24,2.5,0.4,0,5.1,89
2378,2013/7/5,25.2,25,0.1,0,7.2,90
2379,2013/7/6,27.2,0,7.8,0,7.8,80
2380,2013/7/7,28.2,0,13.1,0,4.8,77
2381,2013/7/8,28.7,0,10.9,0,2,76
2382,2013/7/9,28.4,0,11.8,0,2.8,76
2383,2013/7/10,28.5,0,11.2,0,3,74
2384,2013/7/11,29.3,0,11.3,0,2.8,72
2385,2013/7/12,29.4,0,12.2,0,2.4,72
2386,2013/7/13,29.3,0,2.9,0,2,71
2387,2013/7/14,28.7,0,5.2,0,2.6,75
2388,2013/7/15,28.2,0,6.4,0,3.6,69
2389,2013/7/16,24.6,0,3.4,0,2.8,73
2390,2013/7/17,24.4,1.5,1.4,0,2.8,80
2391,2013/7/18,27.9,1.5,8.8,0,3.6,74
2392,2013/7/19,25.2,0,10.6,0,3.2,71
2393,2013/7/20,23.7,0,6.9,0,3.2,71
2394,2013/7/21,24.1,0,7.8,0,2.5,68
2395,2013/7/22,25.5,0,1.5,0,2.5,83
2396,2013/7/23,26.7,29,4,0,2.1,86
2397,2013/7/24,24.5,5,0,0,2.5,93
2398,2013/7/25,25.9,0,2.7,0,1.8,85
2399,2013/7/26,27.1,0,3.9,0,2.5,84
2400,2013/7/27,26.9,11.5,8.2,0,3.3,81
2401,2013/7/28,26.2,0,8,0,2.3,76
2402,2013/7/29,25.5,4,0,0,2.5,88
2403,2013/7/30,26.9,0,1.7,0,2.4,81
2404,2013/7/31,26.4,0,0.6,0,2.7,83
2405,2013/8/1,27.3,1,5.3,0,2.4,84
2406,2013/8/2,25.3,0,3.4,0,2.5,80
2407,2013/8/3,25.8,0,5.6,0,2.7,76
2408,2013/8/4,27,0,3.5,0,3.3,79
2409,2013/8/5,28.5,0,9.9,0,4.7,75
2410,2013/8/6,28.2,0.5,1.3,0,3.2,81
2411,2013/8/7,29,0,12.3,0,3.1,71
2412,2013/8/8,29.2,0,9.4,0,2.8,74
2413,2013/8/9,30.1,0,10.1,0,2.8,77
2414,2013/8/10,31.7,0,11,0,2.5,71
2415,2013/8/11,32.2,0,9.6,0,2.3,69
2416,2013/8/12,30.8,1.5,9.5,0,2.8,70
2417,2013/8/13,29.1,2.5,9.6,0,3,71
2418,2013/8/14,29.2,0,10.8,0,2.5,68
2419,2013/8/15,29,0,10.3,0,3.1,74
2420,2013/8/16,29.2,0,7.8,0,4.4,73
2421,2013/8/17,28.9,0,10.3,0,4.7,69
2422,2013/8/18,29.3,0,12.5,0,5.4,67
2423,2013/8/19,29.7,0,12.4,0,5,70
2424,2013/8/20,29.7,0,10.4,0,5.5,71
2425,2013/8/21,29.1,6,3.8,0,2.6,79
2426,2013/8/22,28.5,0,6.2,0,2.9,80
2427,2013/8/23,27.7,28.5,0.6,0,1.9,86
2428,2013/8/24,27.8,3.5,1,0,2.1,78
2429,2013/8/25,24.2,12,0.1,0,2,85
2430,2013/8/26,25.7,0,3.4,0,2.5,70
2431,2013/8/27,24.4,24,10.6,0,3.6,76
2432,2013/8/28,26.6,0,11.9,0,2.4,64
2433,2013/8/29,27.4,0,8.2,0,3.8,70
2434,2013/8/30,30.2,0,10.3,0,5.5,67
2435,2013/8/31,29.5,0,11.4,0,5.1,73
2436,2013/9/1,29.8,0,11,0,4.7,71
2437,2013/9/2,28.3,0,10.9,0,3.4,74
2438,2013/9/3,28.7,0,8.7,0,3.7,73
2439,2013/9/4,27.1,15,3.9,0,4.2,86
2440,2013/9/5,26.5,36.5,1.7,0,4.2,89
2441,2013/9/6,25.6,0,2.3,0,3,83
2442,2013/9/7,26,0,4.7,0,2.4,78
2443,2013/9/8,25.1,7,0.6,0,3.1,87
2444,2013/9/9,24,0,6.4,0,3.2,77
2445,2013/9/10,24.1,2,0.8,0,2.3,76
2446,2013/9/11,23.8,2.5,0.3,0,3.1,83
2447,2013/9/12,26.1,0,11.4,0,2.5,72
2448,2013/9/13,27.1,0,8.1,0,2,79
2449,2013/9/14,27.5,0,2.2,0,1.8,79
2450,2013/9/15,26.2,80,1.1,0,3.3,89
2451,2013/9/16,26,17,0.1,0,8.5,73
2452,2013/9/17,22.9,0,11.7,0,3.7,49
2453,2013/9/18,22.9,0,11.6,0,3.4,58
2454,2013/9/19,22.9,0,11.4,0,3.1,62
2455,2013/9/20,24.1,0,11.3,0,3.2,70
2456,2013/9/21,24.8,0,11.1,0,2.8,73
2457,2013/9/22,25,0,8.5,0,3.2,71
2458,2013/9/23,21.5,4.5,1.6,0,4.2,69
2459,2013/9/24,22.2,2,4.3,0,4.5,80
2460,2013/9/25,22.6,20.5,0,0,4,96
2461,2013/9/26,21.8,5,1.4,0,5.5,71
2462,2013/9/27,19.4,0,11.4,0,4.4,50
2463,2013/9/28,19.9,0,8.3,0,3.2,63
2464,2013/9/29,21.8,0,7,0,3,63
2465,2013/9/30,21.8,0,5.2,0,3.6,67
2466,2013/10/1,21.7,8,0,0,3.8,83
2467,2013/10/2,22.8,18,0.6,0,4.6,91
2468,2013/10/3,24.2,0,8.2,0,2.9,76
2469,2013/10/4,18,6.5,0,0,3.9,81
2470,2013/10/5,17.7,15.5,0,0,5.5,98
2471,2013/10/6,21.5,0,3.3,0,3.1,91
2472,2013/10/7,23,0.5,3.9,0,2.3,85
2473,2013/10/8,24.5,0,8.1,0,3.5,81
2474,2013/10/9,25.4,0,7.3,0,6.7,79
2475,2013/10/10,24.9,1.5,5.8,0,2.8,78
2476,2013/10/11,24.9,1.5,8.2,0,5,81
2477,2013/10/12,25.7,0,10.6,0,6.1,55
2478,2013/10/13,21,0,9.9,0,3.7,42
2479,2013/10/14,20.3,0,8.2,0,2.8,59
2480,2013/10/15,17.8,87.5,0,0,5.3,88
2481,2013/10/16,19.9,139.5,3.8,0,8.6,65
2482,2013/10/17,17.7,0,6.8,0,4.2,51
2483,2013/10/18,17.5,0,4.8,0,3.1,61
2484,2013/10/19,15.9,0,0.5,0,4.9,72
2485,2013/10/20,14.7,58,0,0,5.6,97
2486,2013/10/21,18,0,1.8,0,2.4,84
2487,2013/10/22,18.2,0,0,0,2.8,76
2488,2013/10/23,17.2,0,0,0,3.5,75
2489,2013/10/24,15.7,0.5,0,0,4.9,85
2490,2013/10/25,17.6,11.5,0,0,4,97
2491,2013/10/26,15,34.5,0,0,4.7,91
2492,2013/10/27,16.2,4,9.7,0,3.6,62
2493,2013/10/28,16.2,0,9.5,0,2.6,59
2494,2013/10/29,14,7,0,0,3.2,87
2495,2013/10/30,17.4,0,5.4,0,2.7,73
2496,2013/10/31,17.1,0,7.5,0,2,59
2497,2013/11/1,16.7,0,9.1,0,2.8,62
2498,2013/11/2,14.8,0,0,0,2.8,80
